"Time","B04105",,
"and",262.01,,
"Date","Mean","Qual",
12/27/1979,        1100,      1,
12/28/1979,        1340,      1,
12/29/1979,        1390,      1,
12/30/1979,        1180,      1,
12/31/1979,         919,      1,
01/01/1980,         854,      1,
01/02/1980,         868,      1,
01/03/1980,        1440,      1,
01/04/1980,        2370,      1,
01/05/1980,        2540,      1,
01/06/1980,        2400,      1,
01/07/1980,        1620,      1,
01/08/1980,        1480,      1,
01/09/1980,        2330,      1,
01/10/1980,        2690,      1,
01/11/1980,        3250,      1,
01/12/1980,        4360,      1,
01/13/1980,        5180,      1,
01/14/1980,        5940,      1,
01/15/1980,        6910,      1,
01/16/1980,        6690,      1,
01/17/1980,        5880,      1,
01/18/1980,        6940,      1,
01/19/1980,        7730,      1,
01/20/1980,        7400,      1,
01/21/1980,        7200,      1,
01/22/1980,        7100,      1,
01/23/1980,        7080,      1,
01/24/1980,        7020,      1,
01/25/1980,        7030,      1,
01/26/1980,        7050,      1,
01/27/1980,        7080,      1,
01/28/1980,        7080,      1,
01/29/1980,        6770,      1,
01/30/1980,        5490,      1,
01/31/1980,        4960,      1,
02/01/1980,        4830,      1,
02/02/1980,        4820,      1,
02/03/1980,        4790,      1,
02/04/1980,        4790,      1,
02/05/1980,        4780,      1,
02/06/1980,        4900,      1,
02/07/1980,        4410,      1,
02/08/1980,        4900,      1,
02/09/1980,        4880,      1,
02/10/1980,        4810,      1,
02/11/1980,        4800,      1,
02/12/1980,        4760,      1,
02/13/1980,        4540,      1,
02/14/1980,        4510,      1,
02/15/1980,        4510,      1,
02/16/1980,        4610,      1,
02/17/1980,        5540,      1,
02/18/1980,        5990,      1,
02/19/1980,        5060,      1,
02/20/1980,        6490,      1,
02/21/1980,        7220,      1,
02/22/1980,        7460,      1,
02/23/1980,        7590,      1,
02/24/1980,        7380,      1,
02/25/1980,        6850,      1,
02/26/1980,        6700,      1,
02/27/1980,        6800,      1,
02/28/1980,        6760,      1,
02/29/1980,        7010,      1,
03/01/1980,        7080,      1,
03/02/1980,        7170,      1,
03/03/1980,        7280,      1,
03/04/1980,        7430,      1,
03/05/1980,        7500,      1,
03/06/1980,        7750,      1,
03/07/1980,        8080,      1,
03/08/1980,        7740,      1,
03/09/1980,        7370,      1,
03/10/1980,        7320,      1,
03/11/1980,        7300,      1,
03/12/1980,        7260,      1,
03/13/1980,        7380,      1,
03/14/1980,        7470,      1,
03/15/1980,        7540,      1,
03/16/1980,        7460,      1,
03/17/1980,        7400,      1,
03/18/1980,        7390,      1,
03/19/1980,        7270,      1,
03/20/1980,        6730,      1,
03/21/1980,        5490,      1,
03/22/1980,        4780,      1,
03/23/1980,        3400,      1,
03/24/1980,        4480,      1,
03/25/1980,        4770,      1,
03/26/1980,        4630,      1,
03/27/1980,        3950,      1,
03/28/1980,        3290,      1,
03/29/1980,        3190,      1,
03/30/1980,        3200,      1,
03/31/1980,        3150,      1,
04/01/1980,        3100,      1,
04/02/1980,        2410,      1,
04/03/1980,        2970,      1,
04/04/1980,        3070,      1,
04/05/1980,        3800,      1,
04/06/1980,        3780,      1,
04/07/1980,        3250,      1,
04/08/1980,        2910,      1,
04/09/1980,        1950,      1,
04/10/1980,        1810,      1,
04/11/1980,        1760,      1,
04/12/1980,        1630,      1,
04/13/1980,        1740,      1,
04/14/1980,        2340,      1,
04/15/1980,        2110,      1,
04/16/1980,        3710,      1,
04/17/1980,        3880,      1,
04/18/1980,        3910,      1,
04/19/1980,        3710,      1,
04/20/1980,        3370,      1,
04/21/1980,        2460,      1,
04/22/1980,        1960,      1,
04/23/1980,        1820,      1,
04/24/1980,        1760,      1,
04/25/1980,        1760,      1,
04/26/1980,        1840,      1,
04/27/1980,        2480,      1,
04/28/1980,        2680,      1,
04/29/1980,        2650,      1,
04/30/1980,        2690,      1,
05/01/1980,        2620,      1,
05/02/1980,        2580,      1,
05/03/1980,        2600,      1,
05/04/1980,        2610,      1,
05/05/1980,        2600,      1,
05/06/1980,        2640,      1,
05/07/1980,        2680,      1,
05/08/1980,        2900,      1,
05/09/1980,        2920,      1,
05/10/1980,        2930,      1,
05/11/1980,        3070,      1,
05/12/1980,        3320,      1,
05/13/1980,        3320,      1,
05/14/1980,        3230,      1,
05/15/1980,        3210,      1,
05/16/1980,        3290,      1,
05/17/1980,        3370,      1,
05/18/1980,        3460,      1,
05/19/1980,        3480,      1,
05/20/1980,        3480,      1,
05/21/1980,        3400,      1,
05/22/1980,        3180,      1,
05/23/1980,        2770,      1,
05/24/1980,        2640,      1,
05/25/1980,        2550,      1,
05/26/1980,        2480,      1,
05/27/1980,        2420,      1,
05/28/1980,        2360,      1,
05/29/1980,        2330,      1,
05/30/1980,        2330,      1,
05/31/1980,        2500,      1,
06/01/1980,        2870,      1,
06/02/1980,        2860,      1,
06/03/1980,        2850,      1,
06/04/1980,        2840,      1,
06/05/1980,        2690,      1,
06/06/1980,        2330,      1,
06/07/1980,        2240,      1,
06/08/1980,        2220,      1,
06/09/1980,        2170,      1,
06/10/1980,        2240,      1,
06/11/1980,        2430,      1,
06/12/1980,        2470,      1,
06/13/1980,        2500,      1,
06/14/1980,        2450,      1,
06/15/1980,        2470,      1,
06/16/1980,        2490,      1,
06/17/1980,        2400,      1,
06/18/1980,        2290,      1,
06/19/1980,        2080,      1,
06/20/1980,        2080,      1,
06/21/1980,        2120,      1,
06/22/1980,        2150,      1,
06/23/1980,        2140,      1,
06/24/1980,        2050,      1,
06/25/1980,        2020,      1,
06/26/1980,        2000,      1,
06/27/1980,        1980,      1,
06/28/1980,        1900,      1,
06/29/1980,        1970,      1,
06/30/1980,        2050,      1,
07/01/1980,        2000,      1,
07/02/1980,        1240,      1,
07/03/1980,         857,      1,
07/04/1980,         648,      1,
07/05/1980,         606,      1,
07/06/1980,         514,      1,
07/07/1980,         465,      1,
07/08/1980,         415,      1,
07/09/1980,         392,      1,
07/10/1980,         407,      1,
07/11/1980,         433,      1,
07/12/1980,         407,      1,
07/13/1980,         402,      1,
07/14/1980,         377,      1,
07/15/1980,         353,      1,
07/16/1980,         331,      1,
07/17/1980,         370,      1,
07/18/1980,         420,      1,
07/19/1980,         425,      1,
07/20/1980,         420,      1,
07/21/1980,         358,      1,
07/22/1980,         324,      1,
07/23/1980,         346,      1,
07/24/1980,         372,      1,
07/25/1980,         385,      1,
07/26/1980,         380,      1,
07/27/1980,         395,      1,
07/28/1980,         353,      1,
07/29/1980,         308,      1,
07/30/1980,         350,      1,
07/31/1980,         370,      1,
08/01/1980,         382,      1,
08/02/1980,         377,      1,
08/03/1980,         367,      1,
08/04/1980,         308,      1,
08/05/1980,         297,      1,
08/06/1980,         281,      1,
08/07/1980,         281,      1,
08/08/1980,         285,      1,
08/09/1980,         299,      1,
08/10/1980,         311,      1,
08/11/1980,         306,      1,
08/12/1980,         315,      1,
08/13/1980,         283,      1,
08/14/1980,         263,      1,
08/15/1980,         281,      1,
08/16/1980,         271,      1,
08/17/1980,         297,      1,
08/18/1980,         289,      1,
08/19/1980,         289,      1,
08/20/1980,         297,      1,
08/21/1980,         327,      1,
08/22/1980,         324,      1,
08/23/1980,         301,      1,
08/24/1980,         322,      1,
08/25/1980,         329,      1,
08/26/1980,         313,      1,
08/27/1980,         313,      1,
08/28/1980,         324,      1,
08/29/1980,         348,      1,
08/30/1980,         358,      1,
08/31/1980,         375,      1,
09/01/1980,         380,      1,
09/02/1980,         365,      1,
09/03/1980,         532,      1,
09/04/1980,        1370,      1,
09/05/1980,        1720,      1,
09/06/1980,        1770,      1,
09/07/1980,        1820,      1,
09/08/1980,        1720,      1,
09/09/1980,        1770,      1,
09/10/1980,        1880,      1,
09/11/1980,        1910,      1,
09/12/1980,        1920,      1,
09/13/1980,        2030,      1,
09/14/1980,        2320,      1,
09/15/1980,        2160,      1,
09/16/1980,        2140,      1,
09/17/1980,        2180,      1,
09/18/1980,        2220,      1,
09/19/1980,        2240,      1,
09/20/1980,        2320,      1,
09/21/1980,        2430,      1,
09/22/1980,        2280,      1,
09/23/1980,        2140,      1,
09/24/1980,        1540,      1,
09/25/1980,         864,      1,
09/26/1980,         707,      1,
09/27/1980,         688,      1,
09/28/1980,         704,      1,
09/29/1980,         698,      1,
09/30/1980,         713,      1,
10/01/1980,         688,      1,
10/02/1980,        1210,      1,
10/03/1980,        2540,      1,
10/04/1980,        2920,      1,
10/05/1980,        3070,      1,
10/06/1980,        3150,      1,
10/07/1980,        3230,      1,
10/08/1980,        3210,      1,
10/09/1980,        3170,      1,
10/10/1980,        2960,      1,
10/11/1980,        2520,      1,
10/12/1980,        2320,      1,
10/13/1980,        1910,      1,
10/14/1980,        1750,      1,
10/15/1980,        1550,      1,
10/16/1980,        1430,      1,
10/17/1980,        1340,      1,
10/18/1980,        1360,      1,
10/19/1980,        1400,      1,
10/20/1980,        1270,      1,
10/21/1980,        1590,      1,
10/22/1980,        2320,      1,
10/23/1980,        1790,      1,
10/24/1980,        1680,      1,
10/25/1980,        1730,      1,
10/26/1980,        2370,      1,
10/27/1980,        2400,      1,
10/28/1980,        2350,      1,
10/29/1980,        2150,      1,
10/30/1980,        2060,      1,
10/31/1980,        2070,      1,
11/01/1980,        2060,      1,
11/02/1980,        3050,      1,
11/03/1980,        3520,      1,
11/04/1980,        3550,      1,
11/05/1980,        3560,      1,
11/06/1980,        2510,      1,
11/07/1980,        1530,      1,
11/08/1980,        1360,      1,
11/09/1980,        1400,      1,
11/10/1980,        1370,      1,
11/11/1980,        1340,      1,
11/12/1980,        1320,      1,
11/13/1980,        1320,      1,
11/14/1980,        1380,      1,
11/15/1980,        1340,      1,
11/16/1980,        1270,      1,
11/17/1980,        1270,      1,
11/18/1980,        1210,      1,
11/19/1980,        1240,      1,
11/20/1980,        1260,      1,
11/21/1980,        1260,      1,
11/22/1980,        1440,      1,
11/23/1980,        1540,      1,
11/24/1980,        1530,      1,
11/25/1980,        1530,      1,
11/26/1980,        1580,      1,
11/27/1980,        1600,      1,
11/28/1980,        1560,      1,
11/29/1980,        1560,      1,
11/30/1980,        1590,      1,
12/01/1980,        1580,      1,
12/02/1980,        1550,      1,
12/03/1980,        1580,      1,
12/04/1980,        1650,      1,
12/05/1980,        1630,      1,
12/06/1980,        1690,      1,
12/07/1980,        1710,      1,
12/08/1980,        1660,      1,
12/09/1980,        1570,      1,
